E HSPA9 CYC1 0 0 1 0 1 0 0 0 0 1 0 1
E HSPA9 SDHB 0 1 0 1 1 0 0 0 1 1 1 1
E HSPA9 COQ7 0 0 0 1 0 0 0 0 1 0 1 0
E HSPA9 SDHA 0 0 0 1 1 1 0 0 0 1 1 1
E HSPA9 UQCRC1 0 0 0 0 0 0 0 0 0 1 0 0
E HSPA9 COQ5 0 0 0 1 0 0 0 0 0 0 1 0
E HSPA9 PDHA1 0 1 1 1 1 1 1 1 0 1 0 0
E HSPA9 COQ9 0 0 0 1 0 0 0 0 0 1 0 0
E HSPA9 MRPL12 0 0 0 0 0 0 0 0 0 1 0 0
E HSPA9 ATP5D 0 0 0 0 0 0 0 0 0 0 0 0
E HSPA9 COX5A 0 0 0 0 0 0 0 1 0 1 0 0
E HSPA9 ISCA2 0 0 0 0 1 0 0 0 0 0 0 1
E HSPA9 PMPCB 0 0 1 1 0 0 0 0 1 1 1 1
E HSPA9 UQCRFS1 0 1 0 1 1 0 0 0 0 1 1 1
E HSPA9 ATP5A1 0 0 1 1 1 0 0 0 0 1 1 1
E HSPA9 OGDH 0 0 0 1 1 1 0 0 0 0 1 0
E HSPA9 PDHB 0 1 0 0 1 0 0 0 0 0 0 1
E HSPA9 UQCRC2 1 1 1 1 1 1 1 0 1 1 1 1
E HSPA9 SDHD 0 1 0 1 1 0 0 0 0 1 1 1
E HSPA9 MRPS35 1 1 0 1 1 0 0 0 1 1 1 1
E HSPA9 UQCRQ 0 0 0 0 0 0 0 0 0 0 0 0
E HSPA9 MRPL53 0 0 0 0 0 0 0 0 0 0 0 0
E HSPA9 DBT 0 0 1 1 1 0 0 0 1 0 1 1
E HSPA9 PDK4 0 0 0 0 0 0 0 0 0 0 0 0
E HSPA9 MDH2 0 0 0 1 1 0 1 1 1 1 1 1
E HSPA9 MRPS27 1 1 1 1 1 1 1 1 0 1 1 1
E HSPA9 CS 1 1 1 1 1 0 1 1 1 1 1 1
E HSPA9 GRPEL1 1 1 0 1 1 0 1 0 0 1 0 1
E HSPA9 DLAT 0 1 0 1 1 1 0 0 1 1 1 1
E HSPA9 LRPPRC 1 1 1 1 1 0 1 1 1 1 1 1
E HSPA9 DLST 0 0 0 0 1 0 0 0 1 1 1 1
E HSPA9 PDHX 1 1 0 1 1 1 0 0 1 1 1 1
E HSPA9 GFM1 1 1 1 1 1 1 0 0 1 1 1 1
E HSPA9 MPC2 0 0 0 1 1 0 0 0 0 0 0 0
E HSPA9 NDUFS1 1 1 0 1 1 1 1 0 1 1 1 1
E HSPA9 MRPL46 0 0 0 0 1 0 0 0 0 0 0 1
E HSPA9 ATP5E 0 0 0 0 0 0 0 0 0 0 0 0
E HSPA9 SLC25A3 0 1 0 1 1 0 0 0 0 1 1 1
E HSPA9 MRPS23 1 1 0 1 1 0 0 0 0 1 0 1
E HSPA9 FH 0 1 1 1 1 0 1 1 1 1 1 1
E HSPA9 PMPCA 0 0 0 0 0 0 0 0 0 1 0 0
E HSPA9 ATP5B 1 1 1 1 1 1 1 1 1 1 1 1
E HSPA9 SDHAF4 0 0 0 0 0 0 0 0 0 0 0 0
E HSPA9 UQCR10 0 0 0 0 0 0 0 0 0 0 0 0
E HSPA9 ISCA1 0 0 0 0 1 0 0 0 1 0 1 1
E HSPA9 SUCLA2 0 0 0 1 1 0 0 0 0 1 1 1
E HSPA9 COQ3 0 1 0 0 0 0 0 0 0 1 0 1
E HSPA9 IARS2 1 1 1 1 1 0 1 1 1 1 1 1
E HSPA9 MRPS15 0 1 0 0 0 0 0 0 0 0 0 0
E HSPA9 IDH3A 1 1 0 1 1 1 0 1 0 1 1 1
E HSPA9 COX11 0 0 1 1 1 0 0 0 1 1 1 1
E HSPA9 ETFDH 0 0 0 1 1 0 0 0 1 0 1 1
E HSPA9 TIMM10 0 0 0 0 0 0 0 0 0 1 0 0
E HSPA9 MRPL34 0 0 0 0 0 0 0 0 0 0 0 0
E HSPA9 MRPL2 0 0 0 0 0 0 0 0 0 0 0 0
E HSPA9 BCKDHA 0 0 0 1 1 0 0 0 1 0 1 1
E HSPA9 UQCRH 0 1 0 0 0 0 0 0 0 1 0 0
E HSPA9 HIGD2A 0 0 0 0 0 0 0 0 0 0 0 0
